KIC,average_epsilon,1 Half,2 Half
9897710,0.003639706195902734,0.00943989522909384,-0.0021604828372883715
9717148,0.08501882038406235,0.10980408503767176,0.06023355573045293
2581626,-0.005548937613456205,-0.005846461253055862,-0.005252029964828804
2972514,0.003234457126761154,0.0033331282623817204,0.003135991556006464
3119295,0.04733605450595615,0.047039661780870885,0.04763183358150708
3953144,0.015603208177452319,0.014791263953142734,0.016413471357819235
4036687,0.012087009682529827,0.06968593487797997,-0.045392663079803434
4066203,-0.044948782183506494,-0.045031180572053735,-0.04486657859020405
4243668,0.00216734798892159,0.0033581871675254908,0.000978974315863453
4374279,0.04647237386302604,0.04671529269204617,0.046229455034005905
4466691,0.0690367196033822,0.06279581754595973,0.07526470053853257
4547067,0.07222850277867769,0.07196929769696987,0.07248717120390166
4651526,0.061189512642975556,0.05792621496041183,0.0644460540156375
4995588,0.003871079076198354,0.00360637126696312,0.004135238836139104
5027750,-0.014477077234786676,-0.013392641842349015,-0.015558948950173658
5284701,0.0005796215295052169,0.00010705473973046546,0.001051071140107924
5286485,0.018167039399565224,0.018215644596409404,0.01811854910862375
5353653,-0.07312951828936433,-0.07343642430377724,-0.07282324769113031
5357882,0.08611676754863845,0.08510580882896956,0.087125633186072
5534340,-0.020744453189351017,-0.021838930075517383,-0.01965224230087858
5707205,-0.039949917730231335,-0.04120495370037424,-0.03869748017824608
5788165,-0.0013933475385826035,0.000787979274004224,-0.003574674351169431
6304420,-0.018361589288138892,-0.019221378284716473,-0.017503580393003502
6442207,-0.11127471645185856,-0.11132083940649984,-0.11122868898987699
6444630,0.013804446317632366,0.014043140184686624,0.01356624664077905
6778487,-0.047635710312727925,-0.04811667490956171,-0.047155741501808915
6836820,0.08178240998628909,0.08200393513824664,0.0815613434785385
6955650,0.06861506335692683,0.06821393913001031,0.06901535709890147
7048016,0.008630877819387206,0.010868966154547011,0.006395932866720603
7124161,-0.0882735539795105,-0.08839386634763079,-0.08815349070532007
7347529,0.0014268417806480526,0.005923773873455997,-0.003070090312159892
7521682,-0.04275917027848204,-0.04241060438178995,-0.04310665367238937
7601767,0.03272092118528973,0.030919204983602396,0.03451540157893815
7617649,-0.03795040239637982,-0.03816118180207967,-0.03773962299067996
7668283,0.10985925305735626,0.10946491972207413,0.11025358639263841
7750215,0.015796999177424595,0.014742650486252337,0.016851347868596853
7905603,0.010624484795815228,0.013091799434755845,0.00815717015687461
7937097,-0.05989253165817731,-0.05993888644826209,-0.059846363031908135
7948091,-0.06136796480650373,-0.05841988781222727,-0.06430420213413651
7984934,-0.04563700357147713,-0.04579531227402875,-0.04547869486892552
8052082,-0.011816172272538766,-0.012022651959588904,-0.011610511949326129
8087649,0.061896659109596325,0.06170140289934202,0.06209113115836366
8090059,-0.018547735429215343,-0.015943684028676255,-0.02114369971360369
8144212,0.02046804198313346,0.020627492278435966,0.020309232050462686
8150307,0.005128512554197379,0.005683019000567554,0.004576233041346763
8245366,-0.006658680348326749,-0.005072105609695308,-0.008245255086958189
8248967,0.08334281208390605,0.08293733059950122,0.08374666512861449
8249829,0.011792004432755314,0.011784571658344864,0.011799407356666125
8315263,0.0030973948902294317,0.00456188589205358,0.0016387853783724488
8393922,0.0021904267169722356,-0.00047218902422613724,0.004853042458170608
8516900,-0.009085375983025256,-0.005877988756960154,-0.012292763209090358
8648251,0.009634247010343272,0.008380622036786427,0.010887871983900115
8649814,0.014336629042485952,0.011611039580767311,0.017062218504204592
8960514,0.04651928412363716,0.046862756349258364,0.046177191304544556
8963394,-0.08800992739797754,-0.08542260028651777,-0.09058673691955332
9075949,-0.0037699164662075364,-0.006481149529941198,-0.0010696157938598976
9077483,0.07748718700920626,0.07758509172629424,0.07738928229211828
9137819,0.06843582978600148,0.06854596960921398,0.06832613229139625
9202969,-0.09080794008271549,-0.0920230636139622,-0.0895976965656505
9214444,0.0003038941204703583,-0.0013621478276151734,0.0019632451370374744
9364179,0.004855872066905871,0.0009326700802911843,0.008779074053520559
9594857,-0.002838901225323273,-0.0062310114358379,0.0005504511720120747
9614153,-0.0017336915349657166,0.0001827695493604537,-0.0036501526192918867
9700322,-0.009895454590350227,-0.014180227723024068,-0.005610681457676385
9706609,0.022012899022351255,0.019833170892275674,0.024192627152426833
9724292,-0.015141939359723203,-0.01120303601166709,-0.019080842707779315
9942562,-0.021385343277082504,-0.02163004524685913,-0.02114064130730588
10451090,0.002298314413390719,0.009260112437511675,-0.00466071769971549
11143576,-0.008028941865557165,-0.007549980413959899,-0.00850790331715443
11704101,-0.02853844173067511,-0.02624177615694046,-0.03083510730440976
11852985,-0.02087361607448897,-0.022213003730726384,-0.019539340584878422
